alley_id,alley_name,section_id,pid,from_street,to_street,surface,width_ft,slab_length_ft,slab_width_ft,construction_date,construction_year,general_condition,pci_2022_2023,pci_2024,pci_change,pci_2024_band,scheduled_build_year,in_2026_cip,length_ft,object_id,centroid_latitude,centroid_longitude
310-S,ALLEY 310-S,00,ALLEYS::310-S::00,N Lombard Ave,N Taylor Ave,PCC,20,33,6,1900-01-01,1900,,22,33,11,0-39,,N,443.5,527,41.8887297,-87.779012
317-S,ALLEY 317-S,00,ALLEYS::317-S::00,N Harvey Ave,N Lombard Ave,AC,20,0,0,1900-01-01,1900,,47,47,0,40-59,,N,442.6,528,41.8887786,-87.7806402
320-S,ALLEY 320-S,00,ALLEYS::320-S::00,N Cuyler Ave,N Harvey Ave,PCC,20,12,10,2018-06-01,2018,,87,87,0,80-100,,N,443.5,529,41.8888291,-87.7822122
320,ALLEY 320,00,ALLEYS::320::00,Ontario St,Alley 320 S,PCC,20,12,10,1924-06-01,1924,,95,95,0,80-100,,N,572.5,530,41.8896137,-87.7822908
335,ALLEY 335,00,ALLEYS::335::00,Erie St,Ontario St,PCC,18,10,6,2005-06-01,2005,,96,96,0,80-100,,N,494.5,531,41.8910039,-87.7872188
336,ALLEY 336,00,ALLEYS::336::00,Ontario St,N Elmwood Ave,PCC,20,33,20,1923-06-01,1923,,15,33,18,0-39,,N,699.1,532,41.8894556,-87.7868971
329,ALLEY 329,00,ALLEYS::329::00,Ontario St,Alley 329 S,PCC,20,33,20,1922-06-01,1922,,16,33,17,0-39,,N,475.8,533,41.8896995,-87.7855468
329-S,ALLEY 329-S,05,ALLEYS::329-S::05,Alley 329,N Ridgeland Ave,PCC,16,33,16,2008-06-01,2008,,8,57,49,40-59,,N,219.8,534,41.8890544,-87.785122
329-S,ALLEY 329-S,00,ALLEYS::329-S::00,N Elmwood Ave,Alley 329,PCC,16,12,6,2008-06-01,2008,,90,57,-33,40-59,,N,293.3,535,41.8889117,-87.7857927
327,ALLEY 327,00,ALLEYS::327::00,Ontario St,Alley 327 S,PCC,20,15,10,2016-06-01,2016,,95,95,0,80-100,,N,544.8,536,41.8896288,-87.7839189
327-S,ALLEY 327-S,00,ALLEYS::327-S::00,N Ridgeland Ave,N Cuyler Ave,PCC,18,10,6,2004-06-01,2004,,85,85,0,80-100,,N,442.9,537,41.8888815,-87.7838995
330,ALLEY 330,00,ALLEYS::330::00,Erie St,Ontario St,PCC,20,33,20,1922-06-01,1922,,16,34,18,0-39,,N,494.4,538,41.8910304,-87.7855861
352,ALLEY 352,00,ALLEYS::352::00,Ontario St,Lake St,PCC,16,15,6,2008-06-01,2008,,80,81,1,80-100,,N,583.2,539,41.8894155,-87.7936216
353-N,ALLEY 353-N,00,ALLEYS::353-N::00,Alley 353,N Euclid Ave,PCC,16,10,6,2004-06-01,2004,,72,72,0,60-79,,N,356.0,540,41.8881711,-87.7933233
353,ALLEY 353,00,ALLEYS::353::00,Alley 353 N,Alley 353 S,BR,16,0,0,2004-06-01,2004,GOOD,,93,,80-100,,N,74.5,541,41.8880585,-87.7939722
353-S,ALLEY 353-S,00,ALLEYS::353-S::00,N Oak Park Ave,Alley 353,BR,16,0,0,2004-06-01,2004,FAIR,,100,,80-100,,N,141.0,542,41.8879522,-87.7942264
354-N,ALLEY 354-N,00,ALLEYS::354-N::00,West End,N Oak Park Ave,PCC,18,12,9,2017-06-01,2017,,97,97,0,80-100,,N,415.7,543,41.8879179,-87.7958676
354-W,ALLEY 354-W,00,ALLEYS::354-W::00,Alley 354 N,North Blvd,PCC,18,12,9,2017-06-01,2017,,93,93,0,80-100,,N,235.0,544,41.8875857,-87.7964732
354-E,ALLEY 354-E,00,ALLEYS::354-E::00,Alley 354 N,North Blvd,PCC,12,12,6,2017-06-01,2017,,100,100,0,80-100,,N,235.0,545,41.8876066,-87.7951669
351,ALLEY 351,00,ALLEYS::351::00,Erie St,Alley 351 E,PCC,16,33,16,1925-06-01,1925,,18,33,15,0-39,,N,249.0,546,41.8912317,-87.7936769
351-E,ALLEY 351-E,00,ALLEYS::351-E::00,Alley 351,Alley 351 S,PCC,16,10,5,2003-06-01,2003,,91,93,2,80-100,,N,54.5,547,41.8908932,-87.793564
351-S,ALLEY 351-S,00,ALLEYS::351-S::00,Alley 351 E,Ontario St,AC,16,0,0,1900-01-01,1900,,51,51,0,40-59,,N,247.0,548,41.8905576,-87.7934534
359,ALLEY 359,00,ALLEYS::359::00,Ontario St,South End,PCC,20,33,20,1960-06-01,1960,,16,33,17,0-39,,N,263.6,549,41.8898311,-87.7968347
361,ALLEY 361,00,ALLEYS::361::00,Ontario St,South End,AC,14,0,0,1900-01-01,1900,,43,43,0,40-59,,N,217.0,550,41.8898508,-87.7995085
373,ALLEY 373,00,ALLEYS::373::00,Erie St,Ontario Ct,PCC,10,20,10,1900-01-01,1900,,75,75,0,60-79,,N,232.9,551,41.8915404,-87.8033113
347,ALLEY 347,00,ALLEYS::347::00,Superior St,Erie St,PCC,17,14,10,2018-06-01,2018,,94,94,0,80-100,,N,503.1,552,41.8922895,-87.792033
346,ALLEY 346,00,ALLEYS::346::00,Erie St,Ontario St,PCC,17,34,10,1923-06-01,1923,,16,34,18,0-39,,N,492.9,553,41.8909233,-87.7919952
345,ALLEY 345,00,ALLEYS::345::00,Ontario St,Lake St,PCC,18,33,18,1924-06-01,1924,,25,46,21,40-59,,N,428.7,554,41.8891546,-87.7919455
339,ALLEY 339,00,ALLEYS::339::00,Superior St,Erie St,BR,20,0,0,2014-06-01,2014,GOOD,,100,,80-100,,N,501.7,555,41.892341,-87.7888848
342,ALLEY 342,00,ALLEYS::342::00,Superior St,Erie St,AC,20,0,0,1975-06-01,1975,,50,50,0,40-59,,N,502.3,556,41.8923134,-87.7905003
340,ALLEY 340,00,ALLEYS::340::00,Chicago Ave,Superior St,PCC,20,10,9,2022-05-01,2022,,100,100,0,80-100,,N,537.7,557,41.8937668,-87.788924
333,ALLEY 333,00,ALLEYS::333::00,Chicago Ave,Superior St,AC,20,0,0,1975-06-01,1975,,9,9,0,0-39,,N,537.2,558,41.8937948,-87.7872969
332,ALLEY 332,00,ALLEYS::332::00,Chicago Ave,Superior St,PCC,20,33,20,1923-06-01,1923,,19,38,19,0-39,,N,537.8,559,41.893822,-87.7856619
331,ALLEY 331,00,ALLEYS::331::00,Superior St,Erie St,PCC,20,33,20,1922-06-01,1922,,25,46,21,40-59,,N,501.4,560,41.8923965,-87.7856227
334,ALLEY 334,00,ALLEYS::334::00,Superior St,Erie St,PCC,20,12,10,2015-06-01,2015,,96,96,0,80-100,,N,501.4,561,41.89237,-87.7872555
209,ALLEY 209,00,ALLEYS::209::00,Augusta St,Iowa St,PCC,20,12,10,2018-06-01,2018,,79,79,0,60-79,,N,664.2,562,41.8973909,-87.7792781
413-N,ALLEY 413-N,00,ALLEYS::413-N::00,S Harvey Ave,S Lombard Ave,PCC,16,16,8,2017-06-01,2017,,91,91,0,80-100,,N,443.6,563,41.883336,-87.7804747
413,ALLEY 413,00,ALLEYS::413::00,Alley 413 N,Washington Blvd,PCC,20,12,10,2017-06-01,2017,,94,94,0,80-100,,N,563.8,564,41.8825626,-87.7804525
410,ALLEY 410,00,ALLEYS::410::00,Randolph St,Alley 410 S,AC,20,0,0,1980-06-01,1980,,15,15,0,0-39,2026,Y,514.9,565,41.8832904,-87.7788422
410-S,ALLEY 410-S,00,ALLEYS::410-S::00,S Lombard Ave,S Taylor Ave,PCC,18,15,6,2009-06-01,2009,,92,15,-77,0-39,,N,443.9,566,41.882584,-87.7788221
405-S,ALLEY 405-S,00,ALLEYS::405-S::00,S Taylor Ave,S Humphrey Ave,PCC,16,12,6,2011-06-01,2011,,94,94,0,80-100,,N,444.2,567,41.8826107,-87.7771965
405,ALLEY 405,00,ALLEYS::405::00,Randolph St,Alley 405 S,PCC,20,15,10,2017-06-01,2017,,99,99,0,80-100,,N,511.3,568,41.883312,-87.7772152
402-S,ALLEY 402-S,00,ALLEYS::402-S::00,S Humphrey Ave,S Austin Blvd,PCC,16,12,8,2015-06-01,2015,,95,95,0,80-100,,N,445.3,569,41.8826372,-87.775559
402,ALLEY 402,00,ALLEYS::402::00,Randolph St,Alley 402 S,PCC,20,15,10,2015-06-01,2015,,67,67,0,60-79,,N,514.2,570,41.8833426,-87.7755803
404-N,ALLEY 404-N,00,ALLEYS::404-N::00,S Taylor Ave,S Humphrey Ave,PCC,18,10,6,2004-06-01,2004,,96,96,0,80-100,,N,443.8,571,41.8815244,-87.7771562
404,ALLEY 404,00,ALLEYS::404::00,Alley 404 N,Alley 404 S,PCC,20,12,10,2004-06-01,2004,,93,93,0,80-100,,N,343.3,572,41.8810536,-87.7771322
411-N,ALLEY 411-N,00,ALLEYS::411-N::00,S Lombard Ave,S Taylor Ave,PCC,18,12,6,2007-06-01,2007,,90,90,0,80-100,,N,444.4,573,41.8815006,-87.7787886
411,ALLEY 411,00,ALLEYS::411::00,Alley 411 N,Alley 411 S,PCC,20,10,6,2007-06-01,2007,,92,92,0,80-100,,N,343.8,574,41.8810292,-87.7787643
412-N,ALLEY 412-N,00,ALLEYS::412-N::00,S Harvey Ave,S Lombard Ave,PCC,16,12,8,1979-06-01,1979,,94,94,0,80-100,,N,444.7,575,41.8812842,-87.7804145
412,ALLEY 412,00,ALLEYS::412::00,Alley 412 N,Alley 412 S,PCC,20,12,10,1979-06-01,1979,,92,92,0,80-100,,N,275.6,576,41.8809063,-87.7803978
412-S,ALLEY 412-S,00,ALLEYS::412-S::00,S Harvey Ave,S Lombard Ave,PCC,16,12,8,1979-06-01,1979,,99,99,0,80-100,,N,445.6,577,41.8805281,-87.780392
411-S,ALLEY 411-S,00,ALLEYS::411-S::00,S Lombard Ave,S Taylor Ave,PCC,16,12,6,2007-06-01,2007,,90,92,2,80-100,,N,445.0,578,41.8805576,-87.7787573
404-S,ALLEY 404-S,00,ALLEYS::404-S::00,S Taylor Ave,S Humphrey Ave,PCC,18,12,6,2004-06-01,2004,,95,95,0,80-100,,N,442.6,579,41.8805825,-87.777128
403-S,ALLEY 403-S,00,ALLEYS::403-S::00,S Humphrey Ave,S Austin Blvd,PCC,18,10,6,2007-06-01,2007,,92,92,0,80-100,,N,445.9,580,41.8806075,-87.775497
419-S,ALLEY 419-S,00,ALLEYS::419-S::00,Alley 419,S Harvey Ave,AC,16,0,0,2003-06-01,2003,,22,22,0,0-39,2027,N,220.5,581,41.8805075,-87.7816147
420-E,ALLEY 420-E,00,ALLEYS::420-E::00,S Cuyler Ave,Alley 419,AC,18,0,0,2003-06-01,2003,,58,58,0,40-59,,N,220.2,582,41.8804951,-87.7824236
420-S,ALLEY 420-S,00,ALLEYS::420-S::00,S Ridgeland Ave,S Cuyler Ave,AC,16,0,0,2003-06-01,2003,,58,58,0,40-59,2027,N,448.2,583,41.8804727,-87.7836504
419,ALLEY 419,00,ALLEYS::419::00,Alley 419 N,Alley 419 S,AC,30,0,0,2003-06-01,2003,,17,17,0,0-39,2027,N,275.0,584,41.8808785,-87.782034
419-N,ALLEY 419-N,00,ALLEYS::419-N::00,Alley 419,S Harvey Ave,PCC,16,15,6,2012-06-01,2012,,84,84,0,80-100,,N,222.8,585,41.8812628,-87.7816396
419-W,ALLEY 419-W,00,ALLEYS::419-W::00,S Cuyler Ave,Alley 419,AC,16,0,0,2003-06-01,2003,,21,21,0,0-39,2027,N,221.8,586,41.8812485,-87.7824558
427-N,ALLEY 427-N,00,ALLEYS::427-N::00,S Elmwood Ave,S Ridgeland Ave,PCC,24,12,10,2005-06-01,2005,,92,92,0,80-100,,N,443.7,587,41.881162,-87.7853067
427,ALLEY 427,00,ALLEYS::427::00,Alley 427 N,Alley 427 S,PCC,24,12,6,2005-06-01,2005,,91,91,0,80-100,,N,261.7,588,41.880804,-87.785295
427-S,ALLEY 427-S,00,ALLEYS::427-S::00,S Elmwood Ave,S Ridgeland Ave,PCC,15,33,8,1900-01-01,1900,,52,57,5,40-59,,N,476.8,589,41.8804404,-87.7855965
428-S,ALLEY 428-S,00,ALLEYS::428-S::00,Alley 428,S Elmwood Ave,AC,15,0,0,1900-01-01,1900,,65,65,0,60-79,,N,186.2,590,41.8804251,-87.7865651
428,ALLEY 428,00,ALLEYS::428::00,Alley 428 N,Alley 428 S,PCC,17,33,17,1923-06-01,1923,,14,30,16,0-39,2028,N,262.1,591,41.8807784,-87.786915
428-N,ALLEY 428-N,00,ALLEYS::428-N::00,S Scoville Ave,S Elmwood Ave,PCC,15,33,15,1900-01-01,1900,,6,20,14,0-39,2028,N,445.7,592,41.8811378,-87.7869339
421-S,ALLEY 421-S,00,ALLEYS::421-S::00,S Ridgeland Ave,S Cuyler Ave,PCC,16,10,6,2004-06-01,2004,,98,98,0,80-100,,N,443.4,593,41.8822011,-87.7837071
421,ALLEY 421,00,ALLEYS::421::00,Randolph St,Alley 421 S,AC,18,0,0,1924-06-01,1924,,45,45,0,40-59,,N,469.2,594,41.8828448,-87.7837261
418-S,ALLEY 418-S,00,ALLEYS::418-S::00,S Cuyler Ave,S Harvey Ave,PCC,18,33,18,1900-01-01,1900,,15,33,18,0-39,,N,445.3,595,41.8822406,-87.7820765
418,ALLEY 418,00,ALLEYS::418::00,Randolph St,Alley 418 S,PCC,20,33,20,1922-06-01,1922,,16,33,17,0-39,,N,548.2,596,41.8829926,-87.7820987
426,ALLEY 426,00,ALLEYS::426::00,Randolph St,Alley 426 S,PCC,15,33,15,1922-06-01,1922,,15,33,18,0-39,,N,439.5,597,41.8828495,-87.785358
426-S,ALLEY 426-S,00,ALLEYS::426-S::00,S Elmwood Ave,S Ridgeland Ave,PCC,15,33,15,1900-01-01,1900,,14,30,16,0-39,,N,445.2,598,41.8822466,-87.7853405
429-S,ALLEY 429-S,00,ALLEYS::429-S::00,S Scoville Ave,S Elmwood Ave,PCC,18,10,6,2006-06-01,2006,,93,93,0,80-100,,N,444.1,599,41.8822119,-87.7869724
429,ALLEY 429,00,ALLEYS::429::00,Randolph St,Alley 429 S,PCC,20,12,6,2006-06-01,2006,,95,95,0,80-100,,N,441.7,600,41.8828176,-87.7869954
434,ALLEY 434,00,ALLEYS::434::00,Randolph St,Alley 434 S,PCC,20,33,20,2004-06-01,2004,,15,33,18,0-39,2025,N,440.8,601,41.8827901,-87.7886231
434-S,ALLEY 434-S,00,ALLEYS::434-S::00,S East Ave,S Scoville Ave,PCC,18,15,6,2004-06-01,2004,,77,80,3,80-100,,N,447.0,604,41.8821854,-87.7886081
437,ALLEY 437,00,ALLEYS::437::00,Randolph St,Washington Blvd,PCC,18,12,6,2008-06-01,2008,,94,94,0,80-100,,N,636.2,605,41.8824929,-87.7902532
436-N,ALLEY 436-N,00,ALLEYS::436-N::00,Alley 436,S East Ave,PCC,15,36,5,1900-01-01,1900,,30,44,14,40-59,2027,N,219.8,606,41.8811046,-87.7898034
436-S,ALLEY 436-S,00,ALLEYS::436-S::00,Wesley Ave,S East Ave,PCC,15,33,8,1900-01-01,1900,,22,39,17,0-39,2027,N,443.4,607,41.8803573,-87.7901869
436,ALLEY 436,00,ALLEYS::436::00,Washington Blvd,Alley 436 S,PCC,15,10,10,2018-06-01,2018,,40,57,17,40-59,2027,N,460.2,608,41.8810247,-87.7902037
532,ALLEY 532,00,ALLEYS::532::00,Adams St,Jackson Blvd,AC,16,0,0,1977-06-01,1977,,51,51,0,40-59,,N,665.7,609,41.8771863,-87.7849833
537,ALLEY 537,00,ALLEYS::537::00,Adams St,Jackson Blvd,AC,15,0,0,1971-06-01,1971,,8,100,92,80-100,,N,664.8,610,41.8771657,-87.7862077
554,ALLEY 554,00,ALLEYS::554::00,Alley 554 N,Adams St,AC,16,0,0,1977-06-01,1977,,58,58,0,40-59,,N,473.2,611,41.8786416,-87.7911659
425-E,ALLEY 425-E,00,ALLEYS::425-E::00,Alley 425,Randolph St,PCC,12,10,4,2022-05-01,2022,,100,100,0,80-100,,N,198.0,612,41.8837173,-87.7852529
366-W,ALLEY 366-W,05,ALLEYS::366-W::05,N Marion St,Alley 366,PCC,22,10,6,2003-06-01,2003,,93,80,-13,80-100,,N,228.5,614,41.8912488,-87.8015618
600,ALLEY 600,00,ALLEYS::600::00,S Elmwood Ave,S Ridgeland Ave,PCC,16,20,16,1900-01-01,1900,,41,55,14,40-59,,N,341.9,615,41.8722161,-87.7847642
403,ALLEY 403,00,ALLEYS::403::00,Alley 403 N,Alley 403 S,PCC,18,10,6,2007-06-01,2007,,92,92,0,80-100,,N,290.7,617,41.8810062,-87.7755081
407-N,ALLEY 407-N,00,ALLEYS::407-N::00,S Taylor Ave,S Humphrey Ave,PCC,16,33,6,1900-01-01,1900,,39,51,12,40-59,,N,441.8,618,41.8865507,-87.7773151
578,ALLEY 578,00,ALLEYS::578::00,Monroe Ave,Adams St,PCC,16,12,6,2011-06-01,2011,,92,92,0,80-100,,N,516.7,619,41.8775773,-87.7980336
350,ALLEY 350,00,ALLEYS::350::00,Superior St,Erie St,PCC,22,10,6,2007-06-01,2007,,90,91,1,80-100,,N,500.4,620,41.8922589,-87.7937114
115-N,ALLEY 115-N,00,ALLEYS::115-N::00,N Harvey St,N Lombard Ave,PCC,22,15,5,2013-06-01,2013,,91,91,0,80-100,,N,530.9,621,41.9086892,-87.7814518
109-N,ALLEY 109-N,00,ALLEYS::109-N::00,N Lombard Ave,N Hayes Ave,PCC,22,15,6,2011-06-01,2011,,92,92,0,80-100,,N,354.7,622,41.9069359,-87.7800967
467-N,ALLEY 467-N,00,ALLEYS::467-N::00,Pennysylvania Way,Chestnut Ln,PCC,24,12,12,2015-06-01,2015,,93,93,0,80-100,,N,220.0,623,41.8808495,-87.8011373
598,ALLEY 598,00,ALLEYS::598::00,Harlem Ave,Alley 598 S,PCC,16,45,9,1900-01-01,1900,,45,56,11,40-59,,N,477.5,624,41.8750008,-87.8044211
607-S,ALLEY 607-S,00,ALLEYS::607-S::00,Flournoy St,Alley 607,PCC,18,33,18,1900-01-01,1900,,48,63,15,60-79,,N,178.2,625,41.8714936,-87.7753663
604-S,ALLEY 604-S,00,ALLEYS::604-S::00,Alley 604,S Taylor Ave,PCC,20,24,20,1900-01-01,1900,,61,65,4,60-79,,N,164.1,626,41.8716722,-87.7783576
602-S,ALLEY 602-S,00,ALLEYS::602-S::00,Alley 602,Flournoy St,PCC,14,20,14,1900-01-01,1900,,41,57,16,40-59,,N,165.0,627,41.8719109,-87.7820375
373-W,ALLEY 373-W,00,ALLEYS::373-W::00,Erie St,Ontario St,PCC,22,24,10,1900-01-01,1900,,68,66,-2,60-79,,N,468.1,628,41.8911972,-87.8042954
373-S,ALLEY 373-S,00,ALLEYS::373-S::00,Harlem Ct,N Marion St,PCC,22,24,10,1900-01-01,1900,,74,77,3,60-79,,N,424.7,629,41.8912141,-87.8035133
366-N,ALLEY 366-N,00,ALLEYS::366-N::00,Erie St,Ontario St,PCC,18,24,18,1900-01-01,1900,,45,59,14,40-59,,N,468.0,630,41.8912417,-87.8019814
575,ALLEY 575,00,ALLEYS::575::00,Jackson Blvd,Harrison St,PCC,22,15,8,2017-06-01,2017,,98,98,0,80-100,,N,842.3,631,41.874334,-87.7964963
321,ALLEY 321,00,ALLEYS::321::00,North End,Ontario St,PCC,22,15,10,2018-06-01,2018,,87,86,-1,80-100,,N,115.5,632,41.8906152,-87.7823184
100,ALLEY 100,00,ALLEYS::100::00,Berksire St,Division St,AC,22,0,0,1900-01-01,1900,,24,24,0,0-39,,N,609.6,633,41.9029914,-87.7759718
415-N,ALLEY 415-N,00,ALLEYS::415-N::00,S Harvey Ave,Alley 415,PCC,16,33,16,2009-06-01,2009,,16,30,14,0-39,,N,220.1,636,41.8865051,-87.7809771
467-S,ALLEY 467-S,00,ALLEYS::467-S::00,West End,Chestnut Ln,PCC,20,10,6,1969-06-01,1969,,80,80,0,80-100,,N,109.7,637,41.8802455,-87.8009123
353,Alley 353,05,ALLEYS::353::05,Alley 353 S,North Blvd,PCC,12,10,9,2004-06-01,2004,,87,93,6,80-100,,N,232.0,638,41.887638,-87.7939686
688-N,ALLEY 688-N,00,ALLEYS::688-N::00,Harlem Ave,S Maple Ave,PCC,12,10,10,1900-01-01,1900,,,100,,80-100,,N,236.1,639,41.8718173,-87.8040242
538,ALLEY 538,00,ALLEYS::538::00,Madison St,Adams St,AC,8,0,0,2010-06-01,2010,,43,95,52,80-100,,N,196.9,641,41.8796322,-87.7862826
531,ALLEY 531,00,ALLEYS::531::00,North End,Adams St,AC,8,0,0,2013-06-01,2013,,41,98,57,80-100,,N,177.4,642,41.8796795,-87.7850675
603-N,ALLEY 603-N,05,ALLEYS::603-N::05,Harrison ASt,Alley 603 E,BR,18,0,0,2011-06-01,2011,FAIR,,91,,80-100,,N,77.2,643,41.8725912,-87.7799373
659,ALLEY 659,10,ALLEYS::659::10,Alley 659 N,Lexington St,AC,16,0,0,1977-06-01,1977,,27,100,73,80-100,,N,141.4,644,41.8713073,-87.7933555
659,ALLEY 659,05,ALLEYS::659::05,Alley 659 N,Lexington St,PCC,16,9,15,1977-06-01,1977,,99,100,1,80-100,,N,50.7,645,41.8710438,-87.7933453
365,ALLEY 365,05,ALLEYS::365::05,Superior Sr,South End,AC,15,0,0,1980-06-01,1980,,49,100,51,80-100,,N,123.2,646,41.8924539,-87.8009908
345,ALLEY 345,05,ALLEYS::345::05,Ontario St,Lake St,PCC,18,10,6,1924-06-01,1924,,76,46,-30,40-59,,N,183.9,648,41.889995,-87.7919686
354-N,ALLEY 354-N,05,ALLEYS::354-N::05,West End,N Oak Park Ave,BR,18,0,0,2017-06-01,2017,FAIR,,97,,80-100,,N,168.7,649,41.8879351,-87.7947946
408-E,ALLEY 408-E,00,ALLEYS::408-E::00,S Lombard Ave,S Taylor Ave,PCC,18,33,10,1900-01-01,1900,,8,51,43,40-59,,N,200.8,650,41.8865366,-87.7784925
408-E,ALLEY 408-E,05,ALLEYS::408-E::05,S Lombard Ave,S Taylor Ave,PCC,18,12,6,1900-01-01,1900,,65,51,-14,40-59,,N,97.9,651,41.8865297,-87.7790409
566,ALLEY 566,05,ALLEYS::566::05,Van Buren St,Harrison St,PCC,15,12,8,1924-06-01,1924,,96,100,4,80-100,,N,134.3,652,41.8740941,-87.794667
667,ALLEY 667,05,ALLEYS::667::05,Garfield St,Lexington St,PCC,18,10,6,2008-06-01,2008,,100,45,-55,40-59,,N,176.0,653,41.8719044,-87.7959512
641-S,ALLEY 641-S,05,ALLEYS::641-S::05,S East Ave,S Scoville Ave,PCC,16,10,6,1900-01-01,1900,,100,25,-75,0-39,2028,N,108.2,654,41.8657099,-87.7886805
366-W,ALLEY 366-W,00,ALLEYS::366-W::00,N Marion St,Alley 366,PCC,22,30,20,2003-06-01,2003,,63,80,17,80-100,,N,204.9,655,41.8912398,-87.8021695
470,ALLEY 470,05,ALLEYS::470::05,280 ft N of Randolph St,Randolph St,AC,18,0,0,1970-06-01,1970,,79,100,21,80-100,,N,279.2,656,41.8836353,-87.8032267
469,ALLEY 469,05,ALLEYS::469::05,Randolph St,175 ft S of Randolph St,AC,18,0,0,1970-06-01,1970,,65,38,-27,0-39,2028,N,175.8,657,41.8830112,-87.8032044
